,Movie,Year,Genre,RunTime,Rating,Director,Actor,Description,IMDB_Score,Metascore,Votes,USA_Gross,Category
342, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",42 min,TV-14,EricLaneuville,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker","The team has one final chance to return to their timeline, but their actions may have deadly consequences.",8.7,,"2,034",,Marvel
343, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",42 min,TV-14,KateWoods,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker",Coulson and his team are out to rewrite the fate of humanity but they are unaware how the changes will affect one S.H.I.E.L.D. agent's life.,8.6,,"1,939",,Marvel
344, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",43 min,TV-14,KevinTancharoen,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker","Coulson finally reveals the mysterious deal he made with Ghost Rider, which will impact everyone on the team.",9.2,,"2,689",,Marvel
345, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",42 min,TV-14,BradTurner,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker",The team goes in search of Gravitonium in order to save the world.,8.2,,"1,815",,Marvel
346, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",42 min,TV-14,NinaLopez-Corrado,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker",Fitz and Simmons are faced with one of their greatest fears as they search for a way to seal the rift.,9.1,,"2,453",,Marvel
347, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",43 min,TV-14,JesseBochco,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker",Coulson uncovers General Hale's real agenda and it could be the end of the world if S.H.I.E.L.D. can't help her.,8.6,,"1,845",,Marvel
348, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",42 min,TV-14,SalliRichardson-Whitfield,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker","Coulson is forced to team up with unlikely allies to save the world, while his team try to track him down and rescue him.",8.4,,"1,728",,Marvel
349, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",42 min,TV-14,GarryA.Brown,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker","When an agents life hangs in the balance, Fitz, Simmons and Yo-Yo attempt to neutralise a weapon that could play a role in Earth's destruction.",8.2,,"1,695",,Marvel
350, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",41 min,TV-14,JenniferLynch,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker",The team must find a way to stop Ruby before the prophesied chain reaction that can destroy the earth is put into motion.,8.4,,"1,677",,Marvel
351, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",42 min,TV-14,KevinTancharoen,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker",The team finds themselves trapped and under siege at the Lighthouse.,8.7,,"1,759",,Marvel
352, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",42 min,TV-14,CherieGierhart,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker",A newly determined Talbot takes Coulson to meet the enemy and attempts to avert Earth's destruction.,8.4,,"1,696",,Marvel
353, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",43 min,TV-14,KevinTancharoen,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker",Daisy's future as the destroyer of worlds could take a critical change.,8.6,,"1,723",,Marvel
354, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",43 min,TV-14,JedWhedon,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker",The team must choose between Coulson's life or death; the wrong decision will cause the destruction of Earth.,9.3,,"2,675",,Marvel
355, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",42 min,TV-14,ClarkGregg,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker","Scattered across the galaxy, the team works to find their footing in the wake of losing Coulson.",8.1,,"1,916",,Marvel
356, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",43 min,TV-14,KevinTancharoen,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker","While Fitz and Enoch struggle in space, Sarge and his team move forward with their mysterious mission on Earth.",8.1,,"1,592",,Marvel
357, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",43 min,TV-14,JesseBochco,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker","While Fitz and Enoch try their luck at the casino, Daisy and Simmons find themselves in a much more exciting situation.",8.5,,"1,887",,Marvel
358, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",41 min,TV-14,MarkKolpack,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker",Yo-Yo and Keller take things public; parasitic aliens threaten the human race; and someone really needs boba.,7.9,,"1,600",,Marvel
359, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",42 min,TV-14,LouDiamondPhillips,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker","Sarge has May; Altarah has Daisy, Enoch and Simmons; and now, there are two planets that need saving.",8.1,,"1,445",,Marvel
360, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",42 min,TV-14,JesseBochco,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker","Fitz and Simmons have fought through space, time and alternate realities to find each other, and now, closer than ever, only their own demons can stop their mission.",9.0,,"2,200",,Marvel
361, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",42 min,TV-14,KeithPotter,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker","After finding themselves in yet another gambling dilemma, a mysterious stranger offers Enoch and FitzSimmons a ride home.",8.0,,"1,371",,Marvel
362, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",42 min,TV-14,KristinWindell,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker","To face The Galaxy-Hopping Hate-Beast That Eats Planets, the team on Earth asks for help in all the wrong places; while back on the Lazy Comet, something weird goes on with Izel's crew.",8.5,,"1,372",,Marvel
363, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",42 min,TV-14,SarahBoyd,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker",There's no time for the team to play catch-up when there's a planet to save.,8.6,,"1,395",,Marvel
364, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",42 min,TV-14,GarryA.Brown,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker",The team must trust each other in order to face impending doom and an enemy that's closer than they think.,8.6,,"1,394",,Marvel
365, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",42 min,TV-14,JenniferPhang,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker","Out of answers and running out of time, the agents must face the ghosts of their past to move forward.",8.2,,"1,261",,Marvel
366, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",41 min,TV-14,NinaLopez-Corrado,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker","With time running short, the team has to go to hell to stop the end of everything.",8.5,,"1,289",,Marvel
367, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",43 min,TV-14,KevinTancharoen,"ClarkGregg,Ming-NaWen,ChloeBennet,IainDeCaestecker","With time running short, the team has to go to hell to stop the end of everything.",8.7,,"1,509",,Marvel
368, The Falcon and the Winter Soldier,(2021),"Action,Adventure,Drama",47 min,TV-14,KariSkogland,"AnthonyMackie,SebastianStan,WyattRussell,DonCheadle",Sam Wilson and Bucky Barnes realize that their futures are anything but normal.,7.8,,"14,662",,Marvel
369, The Falcon and the Winter Soldier,(2021),"Action,Adventure,Drama",47 min,TV-14,KariSkogland,"AnthonyMackie,SebastianStan,WyattRussell,CléBennett","John Walker is named Captain America, and Sam Wilson and Bucky Barnes team up against the rebel group the Flag Smashers.",7.9,,"12,611",,Marvel
370, The Falcon and the Winter Soldier,(2021),"Action,Adventure,Drama",51 min,TV-14,KariSkogland,"AnthonyMackie,SebastianStan,DanielBrühl,EmilyVanCamp","To find the source of the Super Soldier Serum, Sam and Bucky must scale a ladder of low-lifes starting in Madripoor with Zemo.",8.0,,"11,623",,Marvel
371, The Falcon and the Winter Soldier,(2021),"Action,Adventure,Drama",53 min,TV-14,KariSkogland,"AnthonyMackie,SebastianStan,DanielBrühl,EmilyVanCamp",John Walker loses patience with Sam and Bucky as they learn more about Karli Morgenthau.,8.8,,"13,150",,Marvel
372, The Falcon and the Winter Soldier,(2021),"Action,Adventure,Drama",57 min,TV-14,KariSkogland,"AnthonyMackie,SebastianStan,DanielBrühl,EmilyVanCamp","Sam Wilson, Bucky Barnes, Baron Zemo, John Walker, and Karli Morgenthau must all deal with the fall out from their actions.",8.0,,"10,736",,Marvel
373, The Falcon and the Winter Soldier,(2021),"Action,Adventure,Drama",49 min,TV-14,KariSkogland,"AnthonyMackie,SebastianStan,EmilyVanCamp,DanielBrühl","As the Flag Smashers escalate their efforts, Sam and Bucky take action.",7.9,,"10,805",,Marvel
374, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",43 min,TV-14,KevinTancharoen,"ClarkGregg,Ming-NaWen,ChloeBennet,ElizabethHenstridge","Coulson and the agents are thrust backwards in time and stranded in 1931 New York City; with an all-new Zephyr set to time-jump at any moment, the team must hurry to find out exactly what happened.",8.4,,"1,645",,Marvel
375, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",42 min,TV-14,EricLaneuville,"ClarkGregg,Ming-NaWen,ChloeBennet,ElizabethHenstridge","With the identity of the timeline-unraveling ""thread"" revealed, the team's mission to protect him at all costs leads each agent to question their own values.",8.2,,"1,445",,Marvel
376, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",42 min,TV-14,NinaLopez-Corrado,"ClarkGregg,Ming-NaWen,ChloeBennet,ElizabethHenstridge","A surprise leap forward in time strands Enoch in 1931 and lands the team in another unfamiliar decade; in order to stop the chronicoms from launching their future-dismantling plan, the ...                See full summary »",8.6,,"1,487",,Marvel
377, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",43 min,TV-14,GarryA.Brown,"ClarkGregg,Ming-NaWen,ChloeBennet,ElizabethHenstridge","Agent Phil Coulson comes to a realization about the importance of July 22, 1955, in the S.H.I.E.L.D. history books.",8.8,,"1,576",,Marvel
378, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",42 min,TV-14,StanleyM.Brooks,"ClarkGregg,Ming-NaWen,ChloeBennet,ElizabethHenstridge",The team - Daniel Sousa in tow - reunites with more than one familiar face at the S.H.I.E.L.D. hangout and discovers exactly how to dismantle the Chronicoms' latest plan; the Zephyr unexpectedly leaps forward again.,8.5,,"1,364",,Marvel
379, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",43 min,TV-14,AprillWinney,"ClarkGregg,Ming-NaWen,ChloeBennet,ElizabethHenstridge","After blowing its cover and damaging the Zephyr in the process, the team must scramble to rescue Mack's parents, save S.H.I.E.L.D. from a chronicom infestation and fix the ship; Daisy and ...                See full summary »",8.5,,"1,304",,Marvel
380, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",43 min,TV-14,JesseBochco,"ClarkGregg,Ming-NaWen,ChloeBennet,ElizabethHenstridge","After getting stranded in 1982, Mack retreats to his childhood home to deal with the death of his parents; Deke scouts a group of new agents.",8.0,,"1,584",,Marvel
381, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",42 min,TV-14,EliGonda,"ClarkGregg,Ming-NaWen,ChloeBennet,ElizabethHenstridge","With the Zephyr's time drive malfunctioning, the team hurtle toward disaster with Yo-Yo as its only hope; Yo-Yo must enlist the help of an old adversary to regain her powers.",8.0,,"1,274",,Marvel
382, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",43 min,TV-14,ElizabethHenstridge,"ClarkGregg,Ming-NaWen,ChloeBennet,ElizabethHenstridge","A time storm ravages the Zephyr, propelling it toward destruction while simultaneously forcing Daisy and Coulson to relive their failed attempts to save the team.",9.6,,"2,700",,Marvel
383, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",41 min,TV-14,GarryA.Brown,"ClarkGregg,Ming-NaWen,ChloeBennet,ElizabethHenstridge","The team arrives back in 1983, where Nathaniel and Kora are hard at work building an army; Daisy is tasked with protecting Jiaying; the others learn they'll need to face another supercharged enemy to stop Malick.",8.3,,"1,184",,Marvel
384, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",43 min,TV-14,KeithPotter,"ClarkGregg,Ming-NaWen,ChloeBennet,ElizabethHenstridge","With help from Kora on the inside, Sibyl and Nathanial continue their fight to shape a dark new future for S.H.I.E.L.D., managing to stay one step ahead of the agents along the way.",8.4,,"1,156",,Marvel
385, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",43 min,TV-14,ChrisCheramie,"ClarkGregg,Ming-NaWen,ChloeBennet,ElizabethHenstridge","Sibyl attempts to get the location of Fitz from Jemma's memories. Meanwhile, the SHIELD team attempts to stop Nathaniel's plans for anarchy and the Chronicoms' attempts to rewrite history.",9.1,,"1,471",,Marvel
386, Entertainment Tonight Canada,(2005– ),"Biography,Family,News",,,RyanCarter,"SandraBullock,CarlosBustamante,CherylHickey,KimKardashian",a Plot,,,,,Marvel
387, Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama",43 min,TV-14,KevinTancharoen,"ClarkGregg,Ming-NaWen,ChloeBennet,ElizabethHenstridge",The final fight against the Chronicoms begins. A familiar face returns.,9.5,,"2,284",,Marvel
388, WandaVision,(2021),"Action,Comedy,Drama",30 min,TV-PG,MattShakman,"ElizabethOlsen,PaulBettany,KathrynHahn,FredMelamed",Wanda and Vision struggle to conceal their powers during dinner with Vision's boss and his wife.,7.5,,"21,001",,Marvel
389,Wonder Woman 1984,(2020),"Action,Adventure,Fantasy",151 min,PG-13,PattyJenkins,"GalGadot,ChrisPine,KristenWiig,PedroPascal","Diana must contend with a work colleague and businessman, whose desire for extreme wealth sends the world down a path of destruction, after an ancient artifact that grants wishes goes missing.",5.4,60,"207,191",$46.37M,DC
390,The Suicide Squad,(2021),"Action,Adventure,Comedy",,R,JamesGunn,"MargotRobbie,IdrisElba,JohnCena,TaikaWaititi","Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",,,,,DC
391,The Batman,(2022),"Action,Crime,Drama",,,MattReeves,"BarryKeoghan,RobertPattinson,ColinFarrell,AndySerkis",The plot is unknown.,,,,,DC
392,Joker,(2019),"Crime,Drama,Thriller",122 min,R,ToddPhillips,"JoaquinPhoenix,RobertDeNiro,ZazieBeetz,FrancesConroy","In Gotham City, mentally troubled comedian Arthur Fleck is disregarded and mistreated by society. He then embarks on a downward spiral of revolution and bloody crime. This path brings him face-to-face with his alter-ego: the Joker.",8.4,59,"1,004,600",$335.45M,DC
393,Arrow,(2012–2020),"Action,Adventure,Crime",42 min,TV-14,,"StephenAmell,KatieCassidy,DavidRamsey,SusannaThompson","Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.",7.5,,"411,938",,DC
394,The Dark Knight,(2008),"Action,Crime,Drama",152 min,PG-13,ChristopherNolan,"ChristianBale,HeathLedger,AaronEckhart,MichaelCaine","When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",9.0,84,"2,361,064",$534.86M,DC
395,Watchmen,(2009),"Action,Drama,Mystery",162 min,R,ZackSnyder,"JackieEarleHaley,PatrickWilson,CarlaGugino,MalinAkerman","In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",7.6,56,"516,400",$107.51M,DC
396,Gotham,(2014–2019),"Action,Crime,Drama",42 min,TV-14,,"BenMcKenzie,JadaPinkettSmith,DonalLogue,CamrenBicondova",The story behind Detective James Gordon's rise to prominence in Gotham City in the years before Batman's arrival.,7.8,,"214,591",,DC
397,Smallville,(2001–2011),"Adventure,Drama,Romance",60 min,TV-PG,,"TomWelling,MichaelRosenbaum,AllisonMack,KristinKreuk","A young Clark Kent struggles to find his place in the world as he learns to harness his alien powers for good and deals with the typical troubles of teenage life in Smallville, Kansas.",7.5,,"118,247",,DC
398,Suicide Squad,(2016),"Action,Adventure,Fantasy",123 min,PG-13,DavidAyer,"WillSmith,JaredLeto,MargotRobbie,ViolaDavis",A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,5.9,40,"620,461",$325.10M,DC
399,The Dark Knight Rises,(2012),"Action,Adventure",164 min,PG-13,ChristopherNolan,"ChristianBale,TomHardy,AnneHathaway,GaryOldman","Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane.",8.4,78,"1,547,852",$448.14M,DC
400,Doom Patrol,(2019– ),"Action,Adventure,Comedy",60 min,TV-MA,,"DianeGuerrero,AprilBowlby,MattBomer,BrendanFraser",The adventures of an idealistic mad scientist and his field team of superpowered outcasts.,7.9,,"36,715",,DC
401,Aquaman,(2018),"Action,Adventure,Fantasy",143 min,PG-13,JamesWan,"JasonMomoa,AmberHeard,WillemDafoe,PatrickWilson","Arthur Curry, the human-born heir to the underwater kingdom of Atlantis, goes on a quest to prevent a war between the worlds of ocean and land.",6.9,55,"397,223",$335.06M,DC
402,The Sandman,(2021– ),"Action,Adventure,Drama",,,,"VivienneAcheampong,SanjeevBhaskar,AsimChaudhry,GwendolineChristie","Upon escaping after decades of imprisonment by a mortal wizard, Dream, the personification of dreams, sets about to reclaim his lost equipment.",,,,,DC
403,Watchmen,(2019),"Action,Drama,Mystery",527 min,TV-MA,,"ReginaKing,YahyaAbdul-MateenII,TomMison,SaraVickers","Set in an alternate history where masked vigilantes are treated as outlaws, Watchmen embraces the nostalgia of the original groundbreaking graphic novel of the same name, while attempting to break new ground of its own.",8.2,,"97,607",,DC
404,Man of Steel,(2013),"Action,Adventure,Sci-Fi",143 min,PG-13,ZackSnyder,"HenryCavill,AmyAdams,MichaelShannon,DianeLane","An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened, when other survivors of his home planet invade Earth.",7.0,55,"717,126",$291.05M,DC
405,Shazam!,(2019),"Action,Adventure,Comedy",132 min,PG-13,DavidF.Sandberg,"ZacharyLevi,MarkStrong,AsherAngel,JackDylanGrazer",A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,7.0,71,"276,708",$140.37M,DC
406,Batman v Superman: Dawn of Justice,(2016),"Action,Adventure,Sci-Fi",152 min,PG-13,ZackSnyder,"BenAffleck,HenryCavill,AmyAdams,JesseEisenberg","Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs.",6.4,44,"651,600",$330.36M,DC
407,Catch Me If You Can,(2002),"Biography,Crime,Drama",141 min,PG-13,StevenSpielberg,"LeonardoDiCaprio,TomHanks,ChristopherWalken,MartinSheen","Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",8.1,75,"858,343",$164.62M,DC
408,Batman Begins,(2005),"Action,Adventure",140 min,PG-13,ChristopherNolan,"ChristianBale,MichaelCaine,KenWatanabe,LiamNeeson","After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",8.2,70,"1,334,536",$206.85M,DC
409,The Sandman,(2020– ),"Drama,Fantasy,Horror",,TV-MA,,"NeilGaiman,MxJustinVivianBond,ArthurDarvill,KatDennings","When The Sandman is pulled from his realm and imprisoned on Earth, he languishes for decades before finally escaping.",9.5,,455,,DC
410,V for Vendetta,(2005),"Action,Drama,Sci-Fi",132 min,R,JamesMcTeigue,"HugoWeaving,NataliePortman,RupertGraves,StephenRea","In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman.",8.1,62,"1,049,937",$70.51M,DC
411,Batman,(1989),"Action,Adventure",126 min,PG-13,TimBurton,"MichaelKeaton,JackNicholson,KimBasinger,RobertWuhl","The Dark Knight of Gotham City begins his war on crime with his first major enemy being Jack Napier, a criminal who becomes the clownishly homicidal Joker.",7.5,69,"343,916",$251.19M,DC
412,I Am Legend,(2007),"Action,Adventure,Drama",101 min,PG-13,FrancisLawrence,"WillSmith,AliceBraga,CharlieTahan,SalliRichardson-Whitfield","Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",7.2,65,"698,805",$256.39M,DC
413,Batman: The Animated Series,(1992–1995),"Animation,Action,Adventure",23 min,TV-PG,,"KevinConroy,LorenLester,EfremZimbalistJr.,BobHastings",The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.,9.0,,"90,053",,DC
414,The Flash,(2022),"Action,Adventure,Fantasy",,,AndyMuschietti,"BenAffleck,EzraMiller,MichaelKeaton,RonLivingston","The plot is unknown. Feature film based on the comic book superhero, The Flash.",,,,,DC
415,Batman & Robin,(1997),"Action,Sci-Fi",125 min,PG-13,JoelSchumacher,"ArnoldSchwarzenegger,GeorgeClooney,ChrisO'Donnell,UmaThurman",Batman and Robin try to keep their relationship together even as they must stop Mr. Freeze and Poison Ivy from freezing Gotham City.,3.8,28,"237,323",$107.33M,DC
416,Constantine,(2005),"Action,Fantasy,Horror",121 min,R,FrancisLawrence,"KeanuReeves,RachelWeisz,DjimonHounsou,ShiaLaBeouf","Supernatural exorcist and demonologist John Constantine helps a policewoman prove her sister's death was not a suicide, but something more.",7.0,50,"314,439",$75.98M,DC
417,Batman Forever,(1995),"Action,Adventure",121 min,PG-13,JoelSchumacher,"ValKilmer,TommyLeeJones,JimCarrey,NicoleKidman","Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",5.4,51,"237,797",$184.03M,DC
418,Superman,(1978),"Action,Adventure,Drama",143 min,PG,RichardDonner,"ChristopherReeve,MargotKidder,GeneHackman,MarlonBrando","An alien orphan is sent from his dying planet to Earth, where he grows up to become his adoptive home's first and greatest superhero.",7.3,80,"161,927",$134.22M,DC
419,Justice Society: World War II,(2021),"Animation,Action,Adventure",84 min,PG-13,JeffWamester,"StanaKatic,MattBomer,OmidAbtahi,GeoffreyArend","The Justice Society of America, a group of heroes aiding the allies in World War 2, acquire an ally from the future who sends them on an adventure that changes history.",6.4,,"3,430",,DC
420,Young Justice,(2010– ),"Animation,Action,Adventure",23 min,TV-PG,,"JesseMcCartney,DanicaMcKellar,NolanNorth,KharyPayton",Teenage superheroes strive to prove themselves as members of the Justice League.,8.6,,"32,865",,DC
421,Green Lantern,(2011),"Action,Adventure,Sci-Fi",114 min,PG-13,MartinCampbell,"RyanReynolds,BlakeLively,PeterSarsgaard,MarkStrong","Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.",5.5,39,"270,460",$116.60M,DC
422,"Batman: The Long Halloween, Part One",(2021 Video),"Animation,Action,Crime",,PG-13,ChrisPalmer,"JoshDuhamel,JackQuaid,JensenAckles,AlyssaDiaz",Batman investigates a murder spree that takes place on holidays.,,,,,DC
423,Batman Returns,(1992),"Action,Crime,Fantasy",126 min,PG-13,TimBurton,"MichaelKeaton,DannyDeVito,MichellePfeiffer,ChristopherWalken","While Batman deals with a deformed man calling himself the Penguin wreaking havoc across Gotham with the help of a cruel businessman, a female employee of the latter becomes the Catwoman with her own vendetta.",7.0,68,"278,873",$162.83M,DC
424,The Karate Kid,(2010),"Action,Drama,Family",140 min,PG,HaraldZwart,"JackieChan,JadenSmith,TarajiP.Henson,WenwenHan","Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master.",6.2,61,"165,938",$176.59M,DC
425,Supergirl,(1984),"Action,Adventure,Fantasy",124 min,PG,JeannotSzwarc,"HelenSlater,FayeDunaway,PeterO'Toole,MiaFarrow","After losing a powerful orb, Kara Zor-El, Superman's cousin, comes to Earth to retrieve it and instead finds herself up against a wicked witch.",4.4,42,"19,280",$13.60M,DC
426,The Iron Giant,(1999),"Animation,Action,Adventure",86 min,PG,BradBird,"EliMarienthal,HarryConnickJr.,JenniferAniston,VinDiesel",A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,8.0,85,"175,763",$23.16M,DC
427,Superman Returns,(2006),"Action,Sci-Fi",154 min,PG-13,BryanSinger,"BrandonRouth,KevinSpacey,KateBosworth,JamesMarsden","Superman returns to Earth after spending five years in space examining his homeworld Krypton. But he finds things have changed while he was gone, and he must once again prove himself important to the world.",6.0,72,"273,377",$200.08M,DC
428,Teen Titans,(2003–2006),"Animation,Action,Adventure",23 min,TV-Y7-FV,,"HyndenWalch,GregCipes,ScottMenville,KharyPayton",A team of five teenaged superheroes save the world from many villains around their city while experiencing things normal teens face today.,7.9,,"27,348",,DC
429,Clerks,(1994),Comedy,92 min,R,KevinSmith,"BrianO'Halloran,JeffAnderson,MarilynGhigliotti,LisaSpoonauer","A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",7.7,70,"213,527",$3.15M,DC
430,Krypton,(2018–2019),"Action,Adventure,Drama",45 min,TV-14,,"CameronCuffe,GeorginaCampbell,ShaunSipos,AnnOgbomo",The untold story of Superman's grandfather as he fights for justice on his home planet.,6.9,,"15,135",,DC
431,Daddy Day Care,(2003),"Comedy,Family",92 min,PG,SteveCarr,"EddieMurphy,JeffGarlin,AnjelicaHuston,SteveZahn","Two men, Charlie Hinton (Eddie Murphy) and Phil Ryerson (Jeff Garlin), get laid off and have to become stay-at-home dads when they can't find jobs. This inspires them to open their own day-care center.",5.6,39,"64,906",$104.30M,DC
432,Superman III,(1983),"Action,Adventure,Comedy",125 min,PG,RichardLester,"ChristopherReeve,RichardPryor,MargotKidder,JackieCooper",Synthetic kryptonite laced with tar splits Superman in two: good Clark Kent and bad Man of Steel.,5.0,44,"65,178",$59.95M,DC
433,Constantine,(2014–2015),"Crime,Drama,Fantasy",43 min,TV-14,,"MattRyan,HaroldPerrineau,CharlesHalford,AngélicaCelaya",A man struggling with his faith who is haunted by the sins of his past is suddenly thrust into the role of defending humanity from the gathering forces of darkness.,7.5,,"49,863",,DC
434,Justice League Unlimited,(2004–2006),"Animation,Action,Adventure",23 min,TV-Y7-FV,,"GeorgeNewbern,KevinConroy,PhilLaMarr,CarlLumbly",A continuation of the Justice League animated series finds the original members of the team joined in their battle against crime and evil by dozens of other heroes from the DC comics universe.,8.7,,"11,999",,DC
435,Superman II,(1980),"Action,Adventure,Sci-Fi",127 min,PG,"RichardLester,RichardDonner","GeneHackman,ChristopherReeve,MargotKidder,NedBeatty","Superman agrees to sacrifice his powers to start a relationship with Lois Lane, unaware that three Kryptonian criminals he inadvertently released are conquering Earth.",6.8,83,"99,747",$108.19M,DC
436,Justice League,(2001–2004),"Animation,Action,Adventure",22 min,TV-PG,,"CarlLumbly,PhilLaMarr,MichaelRosenbaum,GeorgeNewbern",Seven of the most formidable heroes form arguably the most powerful team ever.,8.5,,"42,184",,DC
